ID;COSTO;NOMBRE
20066;32928;Jersey
20067;87041;Blazer
20068;50835;Vestido
20069;65850;Chaleco de punto
20070;34665;Traje de gala
20071;18516;Blazer
20072;21852;Billetera
20073;45532;Pantalón
20074;3202;Pantalones cortos
20075;79691;Bufanda
20076;78547;Pijama de seda
20077;42978;Sudadera
20078;15969;Collar
20079;43412;Chaleco
20080;12338;Sujetador
20081;68324;Bolso de mano
20082;65194;Chaleco de punto
20083;41041;Blusa
20084;45479;Mochila
20085;13996;Anillo
20086;95160;Collar
20087;36769;Sandalias
20088;85572;Chaleco de punto
20089;15711;Collar
20090;65927;Bolso
20091;872;Calzoncillos
20092;54541;Pantalones cortos
20093;55387;Calcetines
20094;70791;Sujetador
20095;36734;Paraguas
20096;67934;Chaqueta
20097;33703;Paraguas
20098;62513;Maleta
20099;5562;Zapatillas
20100;81712;Reloj
20101;29311;Bolso de mano
20102;2735;Sandalias
20103;8588;Sudadera
20104;25508;Sandalias
20105;51004;Reloj
20106;85552;Vestido de noche
20107;63695;Pulsera
20108;63755;Traje de baño
20109;5317;Bolso de mano
20110;49113;Guantes
20111;19973;Blusa
20112;77654;Bolso
20113;778;Chaleco
20114;98977;Bañador
20115;97675;Guantes
20116;7582;Billetera
20117;98224;Bolso de mano
20118;57987;Paraguas
20119;40158;Chándal
20120;21686;Cartera
20121;51847;Reloj
20122;30829;Blazer
20123;43128;Camisa
20124;57797;Cartera
20125;56665;Sudadera
20126;97425;Sandalias
20127;20574;Bañador
20128;44446;Gafas de sol
20129;49184;Zapatos
20130;15562;Calzoncillos
20131;72921;Sudadera
20132;51471;Blazer
20133;25374;Botas
20134;56618;Falda
20135;51229;Falda
20136;17970;Maleta
20137;23790;Calcetines
20138;90553;Chaleco
20139;83514;Paraguas
20140;69578;Traje de baño
20141;48937;Paraguas
20142;58788;Vestido
20143;89776;Bolso de mano
20144;86681;Chaleco
20145;5612;Botas
20146;85487;Paraguas
20147;12852;Blusa
20148;22556;Paraguas
20149;63929;Mochila
20150;70833;Pantalones cortos
20151;86849;Gafas de lectura
20152;72492;Calzoncillos
20153;8053;Blusa
20154;69526;Traje de baño
20155;97246;Cartera
20156;1348;Maleta
20157;15531;Gafas de lectura
20158;21313;Gafas de sol
20159;4611;Sandalias
20160;96702;Maleta
20161;26942;Billetera
20162;46288;Pijama de seda
20163;90199;Sandalias
20164;86166;Bolso de mano
20165;40376;Reloj
20166;6254;Calzoncillos
20167;14144;Chándal
20168;406;Traje de gala
20169;41093;Sombrero
20170;77381;Bañador
20171;69066;Paraguas
20172;6718;Vestido de noche
20173;55520;Botas
20174;52050;Billetera
20175;60234;Falda
20176;89698;Gafas de lectura
20177;20450;Chándal
20178;9793;Bufanda
20179;68603;Sombrero
20180;48018;Jersey
20181;28833;Camiseta
20182;55546;Cinturón
20183;91032;Blusa
20184;5110;Mochila
20185;95099;Collar
20186;54866;Pantalón
20187;88993;Bolso
20188;10563;Chaleco
20189;59274;Maleta
20190;15267;Cinturón
20191;81634;Gafas de sol
20192;39805;Sandalias
20193;96356;Calzoncillos
20194;21891;Camiseta
20195;29807;Pantalón
20196;3687;Chaleco de punto
20197;5122;Gorra
20198;13866;Abrigo
20199;67427;Sujetador
20200;10175;Bolso de mano
20201;88793;Chándal
20202;43177;Bikini
20203;80445;Calcetines
20204;1711;Cartera
20205;2609;Tacones
20206;76940;Calzoncillos
20207;46684;Sudadera
20208;35347;Pijama de seda
20209;95880;Blusa
20210;43682;Shorts
20211;65560;Bolso
20212;70905;Mochila
20213;85948;Zapatillas
20214;40671;Calzoncillos
20215;1568;Chándal
20216;34339;Sujetador
20217;31570;Pijama de seda
20218;80502;Maleta
20219;69464;Bolso
20220;55250;Chándal
20221;80224;Maleta
20222;9080;Pijama de seda
20223;17535;Camisa
20224;26717;Pantalones cortos
20225;94081;Bikini
20226;58665;Bolso
20227;43532;Gafas de lectura
20228;35460;Shorts
20229;39775;Chaleco
20230;79668;Cartera
20231;33415;Maleta
20232;97651;Collar
20233;92521;Pulsera
20234;18260;Guantes
20235;67508;Guantes
20236;32010;Reloj
20237;68235;Pijama
20238;99732;Gorra
20239;60129;Traje de gala
20240;20781;Botas
20241;81625;Chaleco
20242;39186;Zapatos
20243;48570;Bufanda
20244;78992;Cinturón
20245;89461;Blusa
20246;53176;Gorra
20247;53705;Sombrero
20248;73289;Blazer
20249;53783;Pantalón
20250;50589;Vestido
20251;78321;Gorro
20252;59765;Pantalón
20253;77672;Maleta
20254;15224;Chaleco de punto
20255;93208;Bufanda
20256;68336;Zapatos
20257;82180;Jersey
20258;48319;Traje de baño
20259;94652;Pulsera
20260;60051;Gafas de lectura
20261;38560;Gorra
20262;86241;Vestido de noche
20263;21153;Pantalones cortos
20264;72540;Pantalón
20265;47421;Pulsera
20266;68519;Vestido
20267;96324;Botas
20268;27259;Bolso
20269;73902;Zapatillas
20270;25575;Zapatos
20271;65253;Cartera
20272;49551;Blazer
20273;59924;Chaqueta
20274;30756;Maleta
20275;32875;Pijama de seda
20276;86801;Chándal
20277;69258;Zapatillas
20278;22772;Reloj
20279;78010;Collar
20280;87870;Pantalón
20281;15794;Gorra
20282;14666;Tacones
20283;55187;Sudadera
20284;21371;Bikini
20285;68136;Sudadera
20286;11158;Bufanda
20287;62898;Traje de gala
20288;42955;Gorro
20289;83595;Billetera
20290;3073;Tacones
20291;14722;Calzoncillos
20292;88894;Gorra
20293;96396;Camisa
20294;56607;Cinturón
20295;32674;Calcetines
20296;81085;Chaqueta
20297;43653;Bolso
20298;50705;Bikini
20299;4260;Sujetador
20300;75850;Mochila
20301;16916;Jersey
20302;27373;Jersey
20303;13161;Billetera
20304;63470;Traje de gala
20305;66092;Blusa
20306;16865;Vestido de noche
20307;16901;Gafas de lectura
20308;67896;Chaqueta
20309;58936;Bikini
20310;44067;Chándal
20311;16582;Calzoncillos
20312;25403;Vestido de noche
20313;97832;Gafas de lectura
20314;76260;Pijama
20315;74424;Paraguas
20316;4064;Pijama
20317;46036;Calcetines
20318;61383;Botas
20319;46654;Botas
20320;49015;Sandalias
20321;29669;Calzoncillos
20322;16074;Tacones
20323;25675;Jersey
20324;1287;Camisa
20325;78118;Shorts
20326;62723;Botas
20327;39199;Botas
20328;43474;Bikini
20329;45292;Maleta
20330;44606;Gafas de lectura
20331;49424;Gafas de sol
20332;8127;Camiseta
20333;94446;Bolso de mano
20334;77474;Bikini
20335;77546;Maleta
20336;93079;Bolso de mano
20337;43309;Sudadera
20338;70953;Calzoncillos
20339;68720;Shorts
20340;60428;Gafas de sol
20341;59025;Calzoncillos
20342;24084;Zapatos
20343;12037;Cartera
20344;42208;Bolso de mano
20345;17096;Abrigo
20346;55582;Calcetines
20347;71532;Camiseta
20348;70206;Traje de gala
20349;15442;Gorra
20350;23980;Jersey
20351;15557;Calcetines
20352;48984;Cinturón
20353;7802;Camisa
20354;24013;Calcetines
20355;11332;Bolso
20356;55268;Tacones
20357;2951;Tacones
20358;98649;Bolso
20359;86715;Gorra
20360;16404;Sudadera
20361;39624;Botas
20362;83890;Gorro
20363;44661;Bikini
20364;73605;Chaqueta
20365;57554;Blazer
20366;16473;Cartera
20367;65531;Maleta
20368;21123;Gorra
20369;2419;Cinturón
20370;58738;Guantes
20371;55190;Gafas de lectura
20372;57765;Mochila
20373;84228;Guantes
20374;51727;Tacones
20375;90105;Vestido de noche
20376;49320;Billetera
20377;23949;Reloj
20378;72372;Abrigo
20379;19704;Abrigo
20380;87553;Blazer
20381;40457;Traje de gala
20382;32712;Camisa
20383;86767;Bikini
20384;20798;Chaqueta
20385;69816;Calzoncillos
20386;24565;Billetera
20387;5316;Pijama de seda
20388;9357;Cinturón
20389;20358;Bolso de mano
20390;68329;Cinturón
20391;83813;Mochila
20392;54626;Bolso de mano
20393;73881;Falda
20394;52432;Zapatos
20395;23230;Bolso de mano
20396;21381;Chaleco de punto
20397;47478;Tacones
20398;88437;Vestido
20399;79891;Collar
20400;85095;Paraguas
20401;93086;Blazer
20402;93792;Collar
20403;88867;Mochila
20404;93493;Mochila
20405;62590;Gorra
20406;85650;Bufanda
20407;46895;Reloj
20408;61314;Chándal
20409;9727;Traje de gala
20410;71938;Sujetador
20411;36453;Cinturón
20412;77158;Sudadera
20413;72355;Sombrero
20414;58580;Blazer
20415;59319;Traje de baño
20416;62819;Bolso de mano
20417;64527;Pijama
20418;7068;Bolso de mano
20419;48712;Cinturón
20420;14751;Pantalón
20421;3705;Bañador
20422;24523;Gorra
20423;77976;Traje de gala
20424;33992;Vestido de noche
20425;81438;Vestido de noche
20426;39298;Jersey
20427;75960;Collar
20428;10441;Sandalias
20429;74328;Cartera
20430;41834;Paraguas
20431;73726;Bufanda
20432;20093;Cartera
20433;32758;Bikini
20434;55454;Pantalón
20435;99775;Cinturón
20436;56414;Bikini
20437;79381;Bañador
20438;74506;Sudadera
20439;76241;Tacones
20440;22177;Abrigo
20441;58926;Maleta
20442;12845;Gafas de sol
20443;45686;Cartera
20444;27231;Anillo
20445;80166;Paraguas
20446;86894;Pijama de seda
20447;52168;Billetera
20448;72528;Reloj
20449;69339;Vestido de noche
20450;79632;Pijama de seda
20451;84919;Pantalón
20452;95646;Pantalón
20453;81826;Calzoncillos
20454;18195;Reloj
20455;88287;Camiseta
20456;20686;Calzoncillos
20457;78073;Pijama de seda
20458;24078;Sudadera
20459;68613;Chándal
20460;9099;Paraguas
20461;41134;Gafas de sol
20462;46025;Cartera
20463;5365;Cinturón
20464;17801;Pantalón
20465;58549;Jersey
20466;7914;Anillo
20467;7341;Pijama
20468;17806;Traje de baño
20469;11655;Camisa
20470;71533;Chaqueta
20471;14144;Gafas de lectura
20472;92236;Gafas de sol
20473;48981;Mochila
20474;74326;Traje de gala
20475;55544;Chándal
20476;27361;Collar
20477;60468;Bolso de mano
20478;59313;Bufanda
20479;43324;Camisa
20480;6448;Gafas de sol
20481;92464;Guantes
20482;20687;Chaleco
20483;1692;Botas
20484;10441;Zapatos
20485;6279;Sombrero
20486;47059;Sandalias
20487;62685;Maleta
20488;90578;Traje de baño
20489;48611;Vestido
20490;31632;Pantalón
20491;3232;Zapatillas
20492;37136;Botas
20493;61767;Jersey
20494;12160;Tacones
20495;19921;Gafas de lectura
20496;20729;Pijama de seda
20497;40965;Blusa
20498;84885;Bufanda
20499;92828;Pulsera
20500;71578;Tacones
20501;34525;Gorra
20502;70651;Traje de baño
20503;95739;Chaleco
20504;83861;Gafas de sol
20505;1072;Gafas de sol
20506;52741;Zapatillas
20507;40146;Gafas de lectura
20508;53501;Mochila
20509;42113;Traje de gala
20510;12638;Blazer
20511;45128;Gafas de lectura
20512;14629;Collar
20513;65444;Sudadera
20514;30490;Calcetines
20515;95128;Camiseta
20516;79580;Billetera
20517;62319;Sujetador
20518;52659;Chándal
20519;31282;Chándal
20520;32551;Cartera
20521;39669;Bikini
20522;58369;Traje de gala
20523;53075;Gafas de sol
20524;84173;Chaleco
20525;98799;Abrigo
20526;19625;Calzoncillos
20527;58681;Sudadera
20528;91517;Vestido de noche
20529;95499;Tacones
20530;40310;Blazer
20531;56316;Gorro
20532;85473;Sombrero
20533;9469;Cinturón
20534;24791;Calzoncillos
20535;69709;Gafas de lectura
20536;22119;Tacones
20537;36235;Sandalias
20538;21965;Sudadera
20539;69912;Jersey
20540;11479;Blusa
20541;24463;Camisa
20542;28919;Paraguas
20543;53777;Chaleco
20544;48169;Jersey
20545;59349;Cartera
20546;8873;Pijama
20547;36464;Chaleco de punto
20548;96823;Reloj
20549;62041;Billetera
20550;43155;Chándal
20551;412;Gafas de lectura
20552;70181;Traje de gala
20553;11403;Gafas de sol
20554;67437;Zapatillas
20555;33434;Pantalones cortos
20556;16789;Tacones
20557;17091;Sudadera
20558;20698;Maleta
20559;40888;Pijama
20560;54582;Cartera
20561;34066;Vestido
20562;61202;Gafas de sol
20563;77482;Zapatillas
20564;61542;Gorra
20565;56952;Vestido
20566;35511;Calcetines
20567;75253;Shorts
20568;43686;Bañador
20569;35888;Tacones
20570;21348;Abrigo
20571;48830;Pulsera
20572;10868;Gafas de sol
20573;83239;Zapatillas
20574;90260;Bolso de mano
20575;195;Gorro
20576;81584;Chaqueta
20577;99947;Reloj
20578;18084;Camiseta
20579;64565;Sujetador
20580;92804;Cinturón
20581;63607;Camiseta
20582;99387;Camisa
20583;867;Guantes
20584;81590;Chaqueta
20585;69979;Camiseta
20586;23292;Chaleco
20587;51838;Sandalias
20588;50305;Guantes
20589;71398;Anillo
20590;18386;Abrigo
20591;93672;Pantalones cortos
20592;94917;Calzoncillos
20593;27188;Pulsera
20594;34057;Blazer
20595;41663;Cinturón
20596;42199;Zapatos
20597;20347;Sandalias
20598;98062;Gorro
20599;85420;Pulsera
20600;57588;Blazer
20601;74086;Sombrero
20602;20648;Pijama
20603;85866;Mochila
20604;82527;Jersey
20605;75688;Sudadera
20606;63530;Sujetador
20607;84641;Guantes
20608;71165;Gorro
20609;39135;Pantalones cortos
20610;39802;Reloj
20611;97746;Reloj
20612;47263;Traje de baño
20613;78753;Traje de gala
20614;63219;Bolso de mano
20615;93268;Mochila
20616;46800;Bikini
20617;31766;Chaqueta
20618;38808;Reloj
20619;55340;Traje de gala
20620;41759;Gafas de lectura
20621;30604;Chaleco de punto
20622;4304;Bikini
20623;72375;Pulsera
20624;91678;Bañador
20625;26700;Anillo
20626;76420;Botas
20627;77569;Tacones
20628;67755;Blusa
20629;82205;Pijama
20630;91008;Anillo
20631;80226;Guantes
20632;54089;Abrigo
20633;82034;Chaleco
20634;66942;Camisa
20635;16943;Zapatos
20636;84195;Sandalias
20637;66667;Jersey
20638;90980;Traje de baño
20639;3872;Blusa
20640;99404;Sombrero
20641;71060;Traje de baño
20642;55207;Gafas de lectura
20643;61199;Chaqueta
20644;67440;Vestido de noche
20645;26008;Sandalias
20646;60942;Guantes
20647;8419;Zapatillas
20648;89849;Cinturón
20649;69646;Cartera
20650;76297;Anillo
20651;80763;Sujetador
20652;6429;Bikini
20653;37105;Zapatillas
20654;87881;Collar
20655;64719;Pijama de seda
20656;93239;Chándal
20657;96188;Vestido
20658;90455;Maleta
20659;49057;Calzoncillos
20660;88342;Maleta
20661;86347;Traje de gala
20662;2751;Traje de gala
20663;77110;Collar
20664;8639;Traje de gala
20665;78843;Chaleco de punto
20666;7367;Traje de gala
20667;27551;Bolso de mano
20668;74812;Gafas de lectura
20669;97002;Vestido
20670;53879;Blazer
20671;53632;Calzoncillos
20672;24678;Gafas de lectura
20673;16719;Bolso de mano
20674;92512;Gafas de sol
20675;20731;Cartera
20676;21897;Botas
20677;64423;Botas
20678;80065;Pijama de seda
20679;85217;Pantalones cortos
20680;79476;Pantalones cortos
20681;1844;Abrigo
20682;28700;Falda
20683;81753;Gorro
20684;3955;Traje de baño
20685;90724;Bolso
20686;42886;Sandalias
20687;30061;Chaleco de punto
20688;7653;Bufanda
20689;30934;Billetera
20690;25086;Tacones
20691;22570;Pulsera
20692;53069;Vestido de noche
20693;96446;Abrigo
20694;22336;Calzoncillos
20695;88323;Pantalones cortos
20696;98170;Cinturón
20697;34046;Maleta
20698;86860;Reloj
20699;58064;Collar
20700;14;Pijama de seda
20701;45501;Jersey
20702;59237;Gafas de sol
20703;43269;Zapatillas
20704;10333;Pijama de seda
20705;87018;Tacones
20706;50300;Chaqueta
20707;63178;Sombrero
20708;48610;Bikini
20709;63211;Cinturón
20710;40926;Camisa
20711;96055;Guantes
20712;64832;Zapatos
20713;73971;Pantalón
20714;30528;Sombrero
20715;97154;Maleta
20716;82031;Calcetines
20717;22898;Collar
20718;73250;Tacones
20719;48853;Blazer
20720;11240;Chaqueta
20721;83423;Tacones
20722;81902;Pulsera
20723;48000;Billetera
20724;17691;Paraguas
20725;16259;Gorra
20726;31027;Anillo
20727;99512;Bufanda
20728;6082;Camiseta
20729;30882;Traje de gala
20730;30621;Bikini
20731;36840;Abrigo
20732;11934;Collar
20733;71452;Billetera
20734;46210;Calcetines
20735;80210;Calcetines
20736;12376;Vestido de noche
20737;64550;Tacones
20738;39727;Gorro
20739;68078;Sudadera
20740;22620;Camisa
20741;59523;Pijama
20742;66633;Blusa
20743;52886;Paraguas
20744;9909;Chaleco de punto
20745;93914;Jersey
20746;81518;Pulsera
20747;93341;Pantalones cortos
20748;92058;Camiseta
20749;29873;Traje de gala
20750;30920;Tacones
20751;67427;Gorra
20752;60530;Gafas de lectura
20753;76771;Cartera
20754;67000;Pantalones cortos
20755;8063;Pantalones cortos
20756;87847;Paraguas
20757;88633;Guantes
20758;54685;Calzoncillos
20759;77152;Bolso de mano
20760;84229;Gafas de lectura
20761;53252;Calcetines
20762;84010;Blusa
20763;23260;Paraguas
20764;89972;Calzoncillos
20765;1889;Sandalias
20766;64677;Guantes
20767;47624;Bufanda
20768;48962;Chaqueta
20769;73353;Abrigo
20770;11520;Chaleco de punto
20771;15564;Falda
20772;55898;Traje de gala
20773;71207;Camiseta
20774;25914;Zapatos
20775;40613;Gafas de lectura
20776;11347;Sombrero
20777;71932;Pantalón
20778;50361;Sandalias
20779;38318;Collar
20780;80657;Anillo
20781;33227;Paraguas
20782;89110;Anillo
20783;46227;Calcetines
20784;5081;Pijama de seda
20785;32133;Billetera
20786;79498;Anillo
20787;35737;Bolso
20788;34117;Chaqueta
20789;95208;Sujetador
20790;21023;Tacones
20791;12265;Guantes
20792;43626;Traje de baño
20793;99005;Zapatos
20794;7331;Bolso de mano
20795;70114;Billetera
20796;6355;Botas
20797;83219;Jersey
20798;26709;Camiseta
20799;95984;Gafas de sol
20800;85849;Chaleco de punto
20801;46439;Calzoncillos
20802;81727;Sandalias
20803;80142;Gafas de lectura
20804;54316;Cartera
20805;39536;Anillo
20806;51734;Falda
20807;2193;Blazer
20808;72547;Bolso de mano
20809;70675;Shorts
20810;4469;Bolso de mano
20811;13938;Bufanda
20812;2975;Falda
20813;83014;Pijama
20814;29948;Traje de baño
20815;69870;Cartera
20816;8582;Pijama
20817;52575;Gafas de lectura
20818;99637;Guantes
20819;28579;Pijama de seda
20820;30105;Traje de baño
20821;48133;Gafas de lectura
20822;48093;Blusa
20823;37220;Chándal
20824;22118;Botas
20825;15334;Bolso
20826;7093;Sudadera
20827;17913;Collar
20828;9570;Abrigo
20829;46256;Calcetines
20830;22792;Blusa
20831;80244;Zapatos
20832;9050;Pijama de seda
20833;89850;Blusa
20834;75437;Tacones
20835;85136;Sombrero
20836;16543;Cartera
20837;53758;Sombrero
20838;40695;Reloj
20839;57977;Maleta
20840;64680;Bolso
20841;72031;Gafas de lectura
20842;58957;Blazer
20843;8538;Chaleco de punto
20844;84031;Pantalón
20845;93753;Bufanda
20846;45992;Bikini
20847;76593;Billetera
20848;39807;Blazer
20849;47607;Traje de gala
20850;62548;Bolso
20851;76804;Pijama
20852;17127;Chaleco de punto
20853;56744;Botas
20854;31182;Gorra
20855;87156;Calcetines
20856;52442;Botas
20857;78950;Sombrero
20858;64891;Maleta
20859;30028;Camisa
20860;88460;Vestido
20861;39196;Billetera
20862;9290;Gafas de lectura
20863;65783;Chaleco
20864;97793;Pijama
20865;73949;Pulsera
20866;9831;Reloj
20867;42405;Calzoncillos
20868;80016;Pijama de seda
20869;16718;Bolso
20870;96634;Bolso
20871;44019;Vestido de noche
20872;24995;Bufanda
20873;49808;Sandalias
20874;96120;Bolso
20875;41779;Camisa
20876;67769;Zapatos
20877;71663;Pijama de seda
20878;4924;Pantalones cortos
20879;83346;Abrigo
20880;70799;Bolso de mano
20881;37854;Zapatos
20882;68865;Sudadera
20883;2503;Chaleco
20884;2167;Gorro
20885;70865;Pijama de seda
20886;79571;Paraguas
20887;89475;Botas
20888;38741;Guantes
20889;40801;Camisa
20890;42472;Pulsera
20891;55855;Vestido
20892;88225;Zapatos
20893;67829;Shorts
20894;74337;Tacones
20895;25498;Bufanda
20896;33702;Abrigo
20897;79995;Vestido
20898;11654;Zapatillas
20899;39425;Mochila
20900;98299;Chándal
20901;3248;Botas
20902;39021;Guantes
20903;51914;Chándal
20904;76940;Bolso
20905;57510;Sombrero
20906;40914;Jersey
20907;76261;Traje de gala
20908;42457;Vestido de noche
20909;21489;Calzoncillos
20910;93132;Zapatos
20911;58306;Sudadera
20912;92312;Sudadera
20913;8818;Zapatillas
20914;91063;Jersey
20915;74447;Pijama de seda
20916;52227;Sujetador
20917;38574;Billetera
20918;3219;Zapatillas
20919;39526;Maleta
20920;71886;Shorts
20921;54472;Camisa
20922;44901;Blusa
20923;20242;Sandalias
20924;99203;Pulsera
20925;32185;Gorro
20926;70268;Cinturón
20927;35864;Zapatos
20928;4945;Mochila
20929;90095;Abrigo
20930;2076;Chaleco de punto
20931;81757;Camiseta
20932;75189;Bañador
20933;92928;Guantes
20934;28988;Pijama de seda
20935;17016;Sombrero
20936;63036;Botas
20937;43463;Camiseta
20938;52348;Billetera
20939;33236;Chándal
20940;1655;Chaqueta
20941;45978;Pijama de seda
20942;51829;Pantalones cortos
20943;10262;Sombrero
20944;22833;Billetera
20945;6466;Bolso
20946;25099;Gafas de sol
20947;79934;Jersey
20948;81939;Paraguas
20949;63222;Pijama de seda
20950;33056;Maleta
20951;16352;Anillo
20952;76019;Cinturón
20953;21132;Chándal
20954;37075;Camisa
20955;38457;Pantalones cortos
20956;70740;Billetera
20957;91012;Cartera
20958;98673;Guantes
20959;42263;Shorts
20960;72039;Botas
20961;66742;Sudadera
20962;28571;Zapatillas
20963;69704;Blazer
20964;28413;Abrigo
20965;51023;Pijama de seda
20966;834;Vestido
20967;86207;Bolso de mano
20968;45806;Shorts
20969;8040;Paraguas
20970;12909;Calcetines
20971;94442;Cartera
20972;29162;Billetera
20973;903;Zapatos
20974;82822;Sandalias
20975;89951;Traje de baño
20976;95764;Traje de baño
20977;39847;Anillo
20978;42316;Calzoncillos
20979;8355;Pijama de seda
20980;22737;Bikini
20981;75420;Calcetines
20982;68872;Zapatos
20983;17620;Pulsera
20984;98567;Mochila
20985;84828;Gorra
20986;22377;Vestido
20987;36841;Gorra
20988;59734;Zapatillas
20989;22899;Sudadera
20990;50058;Traje de baño
20991;79043;Jersey
20992;75512;Cartera
20993;16591;Vestido de noche
20994;72109;Zapatos
20995;93376;Falda
20996;24895;Chaqueta
20997;88070;Abrigo
20998;66139;Shorts
20999;30080;Traje de baño
21000;78207;Gorra
21001;89619;Cartera
21002;28564;Falda
21003;54391;Guantes
21004;31358;Gafas de lectura
21005;57425;Pantalón
21006;95206;Bañador
21007;40270;Calzoncillos
21008;45578;Chaleco
21009;84047;Reloj
21010;54661;Vestido
21011;76817;Sombrero
21012;56115;Bikini
21013;29756;Pantalón
21014;2874;Sandalias
21015;27609;Shorts
21016;13160;Collar
21017;19302;Paraguas
21018;10585;Chaleco de punto
21019;6565;Pulsera
21020;79950;Calzoncillos
21021;11287;Vestido
21022;44306;Camiseta
21023;7232;Reloj
21024;67117;Chaqueta
21025;64921;Collar
21026;89417;Zapatillas
21027;52435;Sujetador
21028;22496;Paraguas
21029;25079;Bañador
21030;25026;Bufanda
21031;1975;Sombrero
21032;57488;Zapatillas
21033;79235;Camisa
21034;88420;Abrigo
21035;74962;Jersey
21036;92854;Chaqueta
21037;99665;Bañador
21038;47838;Pijama
21039;16724;Tacones
21040;98638;Pulsera
21041;39344;Chándal
21042;61761;Pantalón
21043;11988;Falda
21044;30099;Chaleco de punto
21045;81138;Blusa
21046;67327;Shorts
21047;69674;Cinturón
21048;3408;Pijama
21049;91331;Paraguas
21050;96038;Blazer
21051;29560;Falda
21052;8823;Abrigo
21053;69046;Gorra
21054;73612;Pantalón
21055;73868;Abrigo
21056;59127;Maleta
21057;11039;Sudadera
21058;11118;Calcetines
21059;87000;Shorts
21060;95239;Anillo
21061;80542;Gafas de sol
21062;43062;Zapatillas
21063;40125;Chaleco
21064;56994;Traje de gala
21065;20033;Camiseta
21066;39804;Pulsera
21067;46599;Mochila
21068;19909;Blusa
21069;78385;Pantalón
21070;46565;Chaqueta
21071;22987;Vestido de noche
21072;24020;Billetera
21073;67065;Chaleco
21074;91753;Chaqueta
21075;21992;Sujetador
21076;80886;Cartera
21077;48153;Cartera
21078;83671;Zapatillas
21079;57845;Guantes
21080;72330;Gorra
21081;34824;Pantalón
21082;46459;Traje de baño
21083;33797;Falda
21084;95139;Blazer
21085;67779;Bolso de mano
21086;49035;Abrigo
21087;94260;Calzoncillos
21088;35296;Sudadera
21089;49841;Sudadera
21090;25145;Guantes
21091;16838;Sudadera
21092;69472;Pijama
21093;61540;Reloj
21094;85090;Falda
21095;61547;Pijama
21096;1280;Camisa
21097;60366;Sujetador
21098;12615;Mochila
21099;37793;Cartera
21100;99119;Vestido
21101;99162;Blusa
21102;90732;Bikini
21103;68209;Calzoncillos
21104;99646;Bolso
21105;20775;Falda
21106;979;Collar
21107;35192;Falda
21108;77659;Chándal
21109;32392;Falda
21110;82897;Pantalón
21111;75573;Camiseta
21112;95028;Traje de gala
21113;77968;Botas
21114;21200;Pantalón
21115;45699;Sandalias
21116;18593;Reloj
21117;33725;Sombrero
21118;811;Sombrero
21119;98634;Anillo
21120;8316;Billetera
21121;35382;Paraguas
21122;27588;Chaqueta
21123;15957;Pantalones cortos
21124;17873;Traje de baño
21125;91324;Jersey
21126;35192;Bolso
21127;2463;Vestido
21128;46705;Zapatos
21129;16007;Bañador
21130;15612;Cartera
21131;2672;Vestido de noche
21132;89646;Tacones
21133;55640;Blusa
21134;42653;Bolso
21135;41160;Blazer
21136;9705;Bañador
21137;13400;Gorro
21138;43559;Billetera
21139;59085;Pijama de seda
21140;53309;Collar
21141;62675;Camiseta
21142;19600;Bikini
21143;20221;Gorro
21144;30971;Chaleco
21145;29584;Pulsera
21146;56390;Paraguas
21147;24275;Gorro
21148;7415;Collar
21149;71801;Vestido de noche
21150;92075;Traje de baño
21151;73306;Cartera
21152;76794;Gafas de lectura
21153;58690;Guantes
21154;49529;Cartera
21155;96200;Mochila
21156;68762;Abrigo
21157;32265;Shorts
21158;59891;Bufanda
21159;42051;Maleta
21160;50169;Botas
21161;22676;Pantalón
21162;57849;Gorra
21163;13899;Bañador
21164;77823;Sombrero
21165;3748;Gafas de lectura
21166;54198;Pantalón
21167;68258;Bufanda
21168;12928;Anillo
21169;59517;Gorro
21170;88092;Sombrero
21171;55148;Bolso
21172;94000;Billetera
21173;5123;Gafas de sol
21174;75244;Gafas de sol
21175;77156;Traje de gala
21176;41778;Gafas de lectura
21177;9641;Vestido de noche
21178;84352;Chaleco
21179;74222;Bolso de mano
21180;14326;Tacones
21181;50212;Mochila
21182;97131;Sudadera
21183;92271;Billetera
21184;18477;Bikini
21185;75810;Pantalón
21186;29239;Pantalones cortos
21187;10332;Sujetador
21188;65345;Chaqueta
21189;8741;Chándal
21190;94407;Chaqueta
21191;41461;Cinturón
21192;61522;Bufanda
21193;10763;Blusa
21194;32236;Camiseta
21195;78870;Chaleco de punto
21196;65910;Reloj
21197;26942;Pantalón
21198;76137;Camisa
21199;9140;Bikini
21200;31085;Falda
21201;26892;Falda
21202;12152;Sujetador
21203;67216;Pijama
21204;79693;Gorra
21205;22686;Botas
21206;57483;Pijama de seda
21207;49129;Sudadera
21208;26075;Pantalón
21209;14236;Cinturón
21210;79935;Jersey
21211;56160;Chándal
21212;8379;Sujetador
21213;53600;Camiseta
21214;16674;Shorts
21215;95130;Pantalón
21216;69101;Sandalias
21217;69721;Guantes
21218;37166;Bolso
21219;21807;Guantes
21220;76996;Sudadera
21221;31108;Traje de gala
21222;41969;Chándal
21223;34149;Traje de gala
21224;79478;Shorts
21225;87507;Chándal
21226;68963;Bolso
21227;54482;Pantalón
21228;92124;Camisa
21229;14166;Paraguas
21230;68908;Bikini
21231;31443;Collar
21232;72278;Tacones
21233;64318;Sujetador
21234;5524;Shorts
21235;45988;Tacones
